2 1.51330135402936
3 1.52983067825293
4 1.48492169159033
5 1.55987351702811
6 1.57019396571298
7 1.59605143231454
8 1.56125774241925
9 1.55435996228315
10 1.57862519714227
11 1.61289317569266
12 1.58426994151543
13 1.63825136870776
14 1.63821306417599
15 1.57294436466368
16 1.57367301818906
17 1.60577940761527
18 1.63009363301096
19 1.59271337665299
20 1.59898629893113
21 1.58910673406072
22 1.60741208556624
23 1.61081145855502
24 1.62224761932895
25 1.59337108418009
26 1.6266805163698
27 1.62334704916834
28 1.63813540961341
29 1.60653722719372
