2 1.52068267613627
3 1.49706569139267
4 1.54232655035433
5 1.4944052702913
6 1.52773775547098
7 1.5128114824183
8 1.53947932412141
9 1.48252398054064
10 1.52835301513491
11 1.48240306277457
12 1.52001491420359
13 1.52712670238701
14 1.50656203300293
15 1.51695590659162
16 1.458316882073
17 1.52201066120314
18 1.49419679988669
19 1.4802567407604
20 1.4899878464422
21 1.5241209164974
22 1.49416006494611
23 1.4985360259794
24 1.50484482585533
25 1.50751394334611
26 1.52429736514094
27 1.51326132763924
28 1.49795787272235
29 1.51282007081748
