2 1.53186994940765
3 1.48521215930964
4 1.48373876934692
5 1.49738585662536
6 1.49549151139647
7 1.5096549595808
8 1.5390604825866
9 1.48954580897664
10 1.51642010482938
11 1.47222273684598
12 1.52271072510916
13 1.56584157135331
14 1.59020704391039
15 1.60959737718139
16 1.62607432416971
17 1.60181091714048
18 1.69592118479684
19 1.77558230830292
20 2.03857360881322
21 2.60831062112275
22 3.81965398122993
23 6.32561060039173
24 11.3944282313533
25 21.8525129944648
26 43.5642095983073
27 89.0492528337198
