2 1.46274263762187
3 1.51281461088441
4 1.48153519304691
5 1.53522677650982
6 1.50748089243174
7 1.46746077772961
8 1.5126636746496
9 1.52057290353388
10 1.52849783690534
11 1.48473682466646
12 1.54701619005683
13 1.50252877136257
14 1.51118434592731
15 1.51475692696991
16 1.48237675383404
17 1.50453540415802
18 1.51677126736144
19 1.50191968297902
20 1.51411929230592
21 1.55205083615833
22 1.4973890291953
23 1.50806513820737
24 1.50611302782774
25 1.52539227105839
26 1.475959476947
27 1.51709598397667
28 1.4903128921372
29 1.57184540569696
