2 0.563773031268817
3 0.606310363437206
4 0.626277882479424
5 0.576788003446191
6 0.582043068814394
7 0.584138188967175
8 0.556127427303879
9 0.600190367513802
10 0.61637415972298
11 0.567178715037237
12 0.609194127338951
13 0.599344623938434
14 0.605959790438121
15 0.602827551586954
16 0.597538671964051
17 0.615186895679008
18 0.686632744027427
19 0.823638496072659
20 0.98668141403423
21 1.32044579789538
22 2.15365708599401
23 3.83974180395365
24 7.56726772410653
25 15.3069594878619
26 32.1641921493779
27 66.6852066668747
28 142.767433474461
